LS,POINT,MS,TYPE,PT#,DESC,LO FAIL,HI FAIL,LO RANGE,HI RANGE,UNITS
4,05 GH02 STS,3,DI,2,GH02 GAS HEAT STATUS,,,OFF,ON,Status
4,05 BL01 FAN,3,DO,0,BL01 SUPPLY FAN ENABLE,,,DISABLE,ENABLE,Command
4,05 GH01 GHT,3,DO,1,GH01 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,05 GH02 GHT,3,DO,2,GH02 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,05 BL01 WARM,3,DO,4,BL01 WARMUP FLAG,,,OFF,ON,Command
4,05 GH02 WARM,3,DO,5,GH02 WARMUP FLAG,,,OFF,ON,Command
4,05 BL01 ZSPH,3,SP,0,BL01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,05 BL01 OZAT,3,SP,1,BL01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,05 BL01 VAL,3,SP,2,BL01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,05 GH02 ZSPH,3,SP,3,GH02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,05 GH02 OZAT,3,SP,4,GH02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,05 GH02 VAL,3,SP,5,GH02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,05 R200 ZAT,4,AI,1,HE01 ZONE AIR TEMP RM200,32,212,0,409.5,Deg F
4,05 OAT,4,AI,2,OAT OUTSIDE AIR TEMP,0,212,0,409.5,Deg F
4,05 BL12 BYP,4,CI,1,BL12 EXHAUST FAN BYPASS RM200,,,OFF,1,Counts
4,05 HE01 BYP,4,CI,3,HE01 HEATING BYPASS,,,OFF,1,Counts
4,05 HE01 STS,4,DI,2,HE01 ELECTRIC HEAT STATUS,,,OFF,ON,Status
4,05 BL12 FAN,4,DO,1,BL12 EXHAUST FAN ENABLE,,,DISABLE,ENABLE,Command
4,05 HE01 EHT,4,DO,2,HE01 ELECTRIC HEAT ENABLE,,,DISABLE,ENABLE,Command
4,05 HE01 WARM,4,DO,4,HE01 WARMUP FLAG,,,OFF,ON,Command
4,05 HE01 ZSPH,4,SP,0,HE01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,05 HE01 OZAT,4,SP,1,HE01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,05 HE01 VAL,4,SP,2,HE01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,14 R118 ZAT,5,AI,1,UH02 ZONE AIR TEMP RM118,32,212,0,409.5,Deg F
4,14 BL03 BYP,5,CI,0,BL03 EXHAUST FAN BYPASS RM118,,,OFF,1,Counts
4,14 UH02 BYP,5,CI,2,UH02 HEATING BYPASS,,,OFF,1,Counts
4,14 UH02 STS,5,DI,1,UH02 GAS VALVE STATUS,,,OFF,ON,Status
4,14 BL03 FAN,5,DO,0,BL03 EXHAUST FAN ENABLE,,,DISABLE,ENABLE,Command
4,14 UH02 GHT,5,DO,1,UH02 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,14 UH02 WARM,5,DO,4,UH02 WARMUP FLAG,,,OFF,ON,Command
4,14 UH02 ZSPH,5,SP,0,UH02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,14 UH02 OZAT,5,SP,1,UH02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,14 UH02 VAL,5,SP,2,UH02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,14 GH02 SAT,6,AI,1,GH02 SUPPLY AIR TEMP,32,212,0,409.5,Deg F
4,14 R134 ZAT,6,AI,2,GH02 ZONE AIR TEMP RM134,32,212,0,409.5,Deg F
4,14 R104 ZAT,6,AI,3,UH03 ZONE AIR TEMP RM104,32,212,0,409.5,Deg F
4,14 GH02 BYP,6,CI,1,GH02 HEATING/VENTILATING BYPASS,,,OFF,1,Counts
4,14 UH03 BYP,6,CI,3,UH03 HEATING BYPASS,,,OFF,1,Counts
4,14 GH02 STS,6,DI,0,GH02 GAS VALVE STATUS,,,OFF,ON,Status
4,14 UH03 STS,6,DI,2,UH03 GAS VALVE STATUS,,,OFF,ON,Status
4,14 GH02 FAN,6,DO,0,GH02 FAN ENABLE,,,DISABLE,ENABLE,Command
4,14 GH02 GHT,6,DO,1,GH02 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,14 UH03 GHT,6,DO,2,UH03 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,14 GH02 WARM,6,DO,4,GH02 WARMUP FLAG,,,OFF,ON,Command
4,14 UH03 WARM,6,DO,5,UH03 WARMUP FLAG,,,OFF,ON,Command
4,14 GH02 ZSPH,6,SP,0,GH02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,14 GH02 OZAT,6,SP,1,GH02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,14 GH02 VAL,6,SP,2,GH02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,14 UH03 ZSPH,6,SP,3,UH03 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,14 UH03 OZAT,6,SP,4,UH03 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,14 UH03 VAL,6,SP,5,UH03 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,40 AC01 ZAT,7,AI,1,RM 101N ZONE AIR TEMPERATURE,32,212,0,409.5,Deg F
4,40 AC01 BYP,7,CI,1,AC01 HEAT/COOL BYPASS,,,OFF,1,Counts
4,40 AC01 STS,7,DI,0,AC01 COMPRESOR STATUS,,,OFF,ON,Status
4,40 AC01 SWITCH,7,DI,2,EMCS/LOCAL SYSTEM SWITCH IS:,,,EMCS,LOCAL,Status
4,40 AC01 COMP,7,DO,0,AC01 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
4,40 AC01 FAN,7,DO,1,AC01 INDOOR FAN ENABLE,,,DISBALE,ENABLE,Command
4,40 AC01 EHT,7,DO,2,AC01 STRIP HEAT ENABLE,,,DISABLE,ENABLE,Command
4,40 AC01 WARM,7,DO,4,AC01 WARMUP FLAG,,,OFF,ON,Command
4,40 AC01 ZSPH,7,SP,0,AC01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,40 AC01 ZSPC,7,SP,1,AC01 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
4,40 AC01 OZAT,7,SP,2,AC01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,40 AC01 VAL,7,SP,3,AC01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,40 AC02 ZAT,8,AI,1,RM 101S ZONE AIR TEMPERATURE,32,212,0,409.5,Deg F
4,40 AC02 BYP,8,CI,1,AC02 HEAT/COOL BYPASS,,,OFF,1,Counts
4,40 AC02 STS,8,DI,0,AC02 COMPRESSOR STATUS,,,OFF,ON,Status
4,40 AC02 SWITCH,8,DI,2,EMCS/LOCAL SYSTEM SWITCH IS:,,,EMCS,LOCAL,Status
4,40 AC02 COMP,8,DO,0,AC02 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
4,40 AC02 FAN,8,DO,1,AC02 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
4,40 AC02 EHT,8,DO,2,AC02 STRIP HEAT ENABLE,,,DISABLE,ENABLE,Command
4,40 AC02 WARM,8,DO,4,AC02 WARMUP FLAG,,,OFF,ON,Command
4,40 AC02 ZSPH,8,SP,0,AC02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,40 AC02 ZSPC,8,SP,1,AC02 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
4,40 AC02 OZAT,8,SP,2,AC02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,40 AC02 VAL,8,SP,3,AC02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,41 GH01 SAT,9,AI,1,GH01 SUPPLY AIR TEMP,32,212,0,409.5,Deg F
4,41 GH01 ZAT,9,AI,2,RM 101 ZONE AIR TEMPERATURE,32,212,0,409.5,Deg F
4,41 OAT,9,AI,3,OAT OUTSIDE AIR TEMP,0,212,0,409.5,Deg F
4,41 GH01 BYP,9,CI,1,GH01 HEATING BYPASS,,,OFF,1,Counts
4,41 GH01 STS,9,DI,0,GH01 GAS VALVE STATUS,,,OFF,ON,Status
4,41 GH01 SWITCH,9,DI,2,EMCS/LOCAL SYSTEM SWITCH IS:,,,LOCAL,EMCS,Status
4,41 GH01 GHT,9,DO,0,GH01 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,41 GH01 WARM,9,DO,4,GH01 WARMUP FLAG,,,OFF,ON,Command
4,41 GH01 ZSPH,9,SP,0,GH01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,41 GH01 OZAT,9,SP,1,GH01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,41 GH01 VAL,9,SP,2,GH01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 AC01 ZAT,16,AI,1,R 108 ZONE AIR TEMPERATURE,32,212,0,409.5,Deg F
4,16 AC01 BYP,16,CI,2,AC01 HEAT/COOL BYPASS,,,OFF,1,Counts
4,16 AC01 STS1,16,DI,0,AC01 COMPRESSOR #1 STATUS,,,OFF,ON,Status
4,16 AC01 STS2,16,DI,1,AC01 COMPRESSOR #2 STATUS,,,OFF,ON,Status
4,16 AC01 COMP1,16,DO,0,AC01 COMP ENABLE 1ST STAGE,,,DISABLE,ENABLE,Command
4,16 AC01 COMP2,16,DO,1,AC01 COMP ENABLE 2ND STAGE,,,DISABLE,ENABLE,Command
4,16 AC01 FAN,16,DO,2,AC01 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 AC01 WARM,16,DO,4,AC01 WARMUP FLAG,,,OFF,ON,Command
4,16 AC01 ZSPH,16,SP,0,AC01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 AC01 ZSPC,16,SP,1,AC01 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
4,16 AC01 OZAT,16,SP,2,AC01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 AC01 VAL,16,SP,3,AC01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 R140 ZAT,17,AI,1,ROOM 140 ZONE AIR TEMP. (AC-05),32,212,0,409.5,Deg F
4,16 GH01 SAT,17,AI,2,GH01 SUPPLY AIR TEMP,32,212,0,409.5,Deg F
4,16 R128 ZAT,17,AI,3,GH01 ZONE AIR TEMP RM128,32,212,0,409.5,Deg F
4,16 AC05 BYP,17,CI,1,AC-05-16 HEAT/COOL BYPASS,,,OFF,1,Counts
4,16 GH01 BYP,17,CI,3,GH01 HEATING BYPASS,,,OFF,1,Counts
4,16 AC05 C STS,17,DI,0,AC-05-16 COMPRESSOR RUN STATUS,,,OFF,ON,Status
4,16 GH01 STS,17,DI,2,GH01 GAS VALVE STATUS,,,OFF,ON,Status
4,16 AC05 COMP,17,DO,0,AC-05-16 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
4,16 AC05 FAN,17,DO,1,AC-05-16 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 AC05 EHT,17,DO,2,AC-05-16 ELECTRIC HEAT S/S,,,DISABLE,ENABLE,Command
4,16 GH01 GHT,17,DO,3,GH01 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 GH01 WARM,17,DO,5,GH01 WARMUP FLAG,,,OFF,ON,Command
4,16 GH01 ZSPH,17,SP,4,GH01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 GH01 OZAT,17,SP,5,GH01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 GH01 VAL,17,SP,6,GH01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 GH02 SAT,18,AI,1,GH02 SUPPLY AIR TEMP,32,212,0,409.5,Deg F
4,16 R110 ZAT,18,AI,2,GH02 ZONE AIR TEMP RM110,32,212,0,409.5,Deg F
4,16 BL02 BYP,18,CI,0,BL02 EXHAUST FAN BYPASS RM105,,,OFF,1,Counts
4,16 BL10 BYP,18,CI,1,BL10 EXHAUST FAN BYPASS RM101,,,OFF,1,Counts
4,16 GH02 BYP,18,CI,3,GH02 HEATING BYPASS,,,OFF,1,Counts
4,16 GH02 STS,18,DI,2,GH02 GAS VALVE STATUS,,,OFF,ON,Status
4,16 BL02 FAN,18,DO,0,BL02 EXHAUST FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 BL10 FAN,18,DO,1,BL10 EXHAUST FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 GH02 FAN,18,DO,2,GH02 FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 GH02 GHT,18,DO,3,GH02 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 GH02 WARM,18,DO,4,GH02 WARMUP FLAG,,,OFF,ON,Command
4,16 GH02 ZSPH,18,SP,0,GH02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 GH02 OZAT,18,SP,1,GH02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 GH02 VAL,18,SP,2,GH02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 R125 ZAT,19,AI,1,UH02 ZONE AIR TEMP RM125,32,212,0,409.5,Deg F
4,16 R138 ZAT,19,AI,2,UH10 ZONE AIR TEMP RM138,32,212,0,409.5,Deg F
4,16 UH02 BYP,19,CI,1,UH02 HEATING BYPASS,,,OFF,1,Counts
4,16 UH10 BYP,19,CI,3,UH10 HEATING BYPASS,,,OFF,1,Counts
4,16 UH02 STS,19,DI,0,UH02 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH10 STS,19,DI,2,UH10 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH02 GHT,19,DO,0,UH02 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH10 GHT,19,DO,1,UH10 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH02 WARM,19,DO,4,UH02 WARMUP FLAG,,,OFF,ON,Command
4,16 UH10 WARM,19,DO,5,UH10 WARMUP FLAG,,,OFF,ON,Command
4,16 UH02 ZSPH,19,SP,0,UH02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH02 OZAT,19,SP,1,UH02 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH02 VAL,19,SP,2,UH02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 UH10 ZSPH,19,SP,3,UH10 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH10 OZAT,19,SP,4,UH10 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH10 VAL,19,SP,5,UH10 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 R138 ZAT1,20,AI,1,UH04 ZONE AIR TEMP RM138,32,212,0,409.5,Deg F
4,16 R109 ZAT,20,AI,2,UH08 ZONE AIR TEMP RM109,32,212,0,409.5,Deg F
4,16 UH04 BYP,20,CI,1,UH04 HEATING BYPASS,,,OFF,1,Counts
4,16 UH08 BYP,20,CI,3,UH08 HEATING BYPASS,,,OFF,1,Counts
4,16 UH04 STS,20,DI,0,UH04 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH08 STS,20,DI,2,UH08 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH04 GHT,20,DO,0,UH04 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH08 GHT,20,DO,1,UH08 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH04 WARM,20,DO,4,UH04 WARMUP FLAG,,,OFF,ON,Command
4,16 UH08 WARM,20,DO,5,UH08 WARMUP FLAG,,,OFF,ON,Command
4,16 UH04 ZSPH,20,SP,0,UH04 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH04 OZAT,20,SP,1,UH04 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH04 VAL,20,SP,2,UH04 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 UH08 ZSPH,20,SP,3,UH08 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH08 OZAT,20,SP,4,UH08 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH08 VAL,20,SP,5,UH08 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 R101 ZAT,21,AI,1,UH07 ZONE AIR TEMP RM101,32,212,0,409.5,Deg F
4,16 R105 ZAT,21,AI,2,UH03 ZONE AIR TEMP RM105,32,212,0,409.5,Deg F
4,16 UH07 BYP,21,CI,2,UH07 HEATING BYPASS,,,OFF,1,Counts
4,16 UH03 BYP,21,CI,3,UH03 HEATING/VENTILATING BYPASS,,,OFF,1,Counts
4,16 UH07 STS,21,DI,0,UH07 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH03 STS,21,DI,1,UH03 GAS VALVE STATUS,,,OFF,ON,Status
4,16 UH07 GHT,21,DO,0,UH07 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH03 GHT,21,DO,1,UH03 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,16 UH03 FAN,21,DO,2,UH03 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
4,16 UH07 WARM,21,DO,4,UH07 WARMUP FLAG,,,OFF,ON,Command
4,16 UH03 WARM,21,DO,5,UH03 WARMUP FLAG,,,OFF,ON,Command
4,16 UH03 ZSPH,21,SP,0,UH03 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH03 OZAT,21,SP,1,UH03 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH03 VAL,21,SP,2,UH03 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,16 UH07 ZSPH,21,SP,3,UH07 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,16 UH07 OZAT,21,SP,4,UH07 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,16 UH07 VAL,21,SP,5,UH07 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,52 GH01 SAT,22,AI,1,GH01 SUPPLY AIR TEMP,32,212,0,409.5,Deg F
4,52 GH01 ZAT,22,AI,2,RM 100 ZONE AIR TEMPERATURE,32,212,0,409.5,Deg F
4,52 GH01 BYP,22,CI,2,GH01 HEAT/COOL BYPASS,,,OFF,1,Counts
4,52 GH01 SWITCH,22,DI,0,EMCS/LOCAL SYSTEM SWITCH IS:,,,EMCS,LOCAL,Status
4,52 GH01 STS,22,DI,1,GH01 GAS VALVE STATUS,,,OFF,ON,Status
4,52 AHU03 FAN,22,DO,1,AHU3 SUPPLY FAN ENABLE,,,DISABLE,ENABLE,Command
4,52 GH01 GHT,22,DO,2,GH01 GAS HEAT ENABLE,,,DISABLE,ENABLE,Command
4,52 AHU03 WARM,22,DO,4,AHU3 WARMUP FLAG,,,OFF,ON,Command
4,52 GH01 WARM,22,DO,5,GH01 WARMUP FLAG,,,OFF,ON,Command
4,52 GH01 ZSPH,22,SP,0,GH01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
4,52 GH01 OZAT,22,SP,1,GH01 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
4,52 GH01 VAL,22,SP,2,GH01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
4,04 BL01 TIMER,32,SP,1,BL-01-04 RUN TIMER,-1,4095,0,4095,Minutes
4,16 AC01 TIMER,32,SP,11,SYSTEM TIMER,-1,4096,0,4095,MINUTES
4,16 AC05 TIMER,32,SP,12,CONTROL TIMER FOR AC05,-1,5000,0,4095,MINUTES
4,16 UH03 TIMER,33,SP,2,UH03 OCCUPANCY TIMER,-1,4096,0,4095,Minutes
5,07 AC10 ZAT,1,AI,1,AC10 ZONE AIR TEMP RM102,32,212,0,409.5,Deg F
5,07 AC10 BYP,1,CI,1,AC10 HEAT/COOL BYPASS,,,,1,Counts
5,07 AC10 STS,1,DI,0,AC10 COMPRESSOR STATUS,,,OFF,ON,Status
5,07 AC10 COMP,1,DO,0,AC10 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
5,07 AC10 FAN,1,DO,1,AC10 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
5,07 AC10 WARM,1,DO,4,AC10 WARMUP FLAG,,,OFF,ON,Command
5,07 AC10 ZSPH,1,SP,0,AC10 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
5,07 AC10 ZSPC,1,SP,1,AC10 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
5,07 AC10 OZAT,1,SP,2,AC10 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
5,07 AC10 VAL,1,SP,3,AC10 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
5,07 AC11 ZAT,2,AI,1,AC11 ZONE AIR TEMP RM210A,32,212,0,409.5,Deg F
5,07 R210A ZAT,2,AI,1,RM. 210A ZONE TEMP. AC-11-07,32,212,0,409.5,Deg F
5,07 AC11 BYP,2,CI,1,AC11 HEAT/COOL BYPASS,,,,1,Counts
5,07 AC11 STS,2,DI,0,AC11 COMPRESSOR STATUS,,,OFF,ON,Status
5,07 AC11 COMP,2,DO,0,AC11 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
5,07 AC11 FAN,2,DO,1,AC11 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
5,07 AC11 EHT,2,DO,2,AC11 STRIP HEAT ENABLE,,,DISABLE,ENABLE,Command
5,07 AC11 WARM,2,DO,4,AC11 WARMUP FLAG,,,OFF,ON,Command
5,07 AC11 ZSPH,2,SP,0,AC11 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
5,07 AC11 ZSPC,2,SP,1,AC11 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
5,07 AC11 OZAT,2,SP,2,AC11 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
5,07 AC11 VAL,2,SP,3,AC11 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
5,07 AC12 ZAT,3,AI,1,AC12 ZONE AIR TEMP RM214B,32,212,0,409.5,Deg F
5,07 R214B ZAT,3,AI,1,RM. 214B ZONE TEMP. AC-12-07,32,212,0,409.5,Deg F
5,07 AC12 BYP,3,CI,1,AC12 HEAT/COOL BYPASS,,,,1,Counts
5,07 AC12 STS,3,DI,0,AC12 COMPRESSOR STATUS,,,OFF,ON,Status
5,07 AC12 COMP,3,DO,0,AC12 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
5,07 AC12 FAN,3,DO,1,AC12 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
5,07 AC12 EHT,3,DO,2,AC12 STRIP HEAT ENABLE,,,DISABLE,ENABLE,Command
5,07 AC12 WARM,3,DO,4,AC12 WARMUP FLAG,,,OFF,ON,Command
5,07 AC12 ZSPH,3,SP,0,AC12 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
5,07 AC12 ZSPC,3,SP,1,AC12 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
5,07 AC12 OZAT,3,SP,2,AC12 OPTIMUM ZONE AIR TEMP,0,409,0,409.5,Deg F
5,07 AC12 VAL,3,SP,3,AC12 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
5,07 AC13 ZAT,4,AI,1,AC13 ZONE AIR TEMP RM210D,32,212,0,409.5,Deg F
5,07 R210D ZAT,4,AI,1,RM. 210D ZONE TEMP. AC-13-07,32,212,0,409.5,Deg F
5,07 AC13 BYP,4,CI,1,AC13 HEAT/COOL BYPASS,,,,1,Counts
5,07 AC13 STS,4,DI,0,AC13 COMPRESSOR STATUS,,,OFF,ON,Status
