LS,POINT,MS,TYPE,PT#,DESC,LO FAIL,HI FAIL,LO RANGE,HI RANGE,UNITS
26,26 AHU2 EHT 08,5,DO,1,B26 ROOM 08 ELECTRIC HEAT,,,No heat,HEAT ON,Command
26,26 AHU2 EHT 24,5,DO,2,B26 ROOM 24 ELECTRIC HEAT,,,No heat,HEAT ON,Command
26,26 AHU2 EHT 32,5,DO,3,B26 ROOM 32 ELECTRIC HEAT,,,No heat,HEAT ON,Command
26,26 AHU2 ANYOCC,5,DO,4,B26 SETPOINT FOR ANY OCCUPANCY,,,Unoccupd,OCCUPIED,Command
26,26 EHT MONITOR,5,DO,10,B26 ELECTRIC HEAT COIL MONITOR,,,Normal,TRIPPED,Command
26,26 AHU2 SSP SP,5,SP,0,B26 SUPPLY STATIC PRESS.SETPOINT,-0.2,0.75,-0.125,0.586,' W.C.
26,26 AHU2 ZSP 04,5,SP,2,B26 ROOM 04 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 ZSP 08,5,SP,3,B26 ROOM 08 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 ZSP 24,5,SP,4,B26 ROOM 24 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 ZSP 32,5,SP,5,B26 ROOM 32 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 ZSP 30,5,SP,6,B26 ROOM 30 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 ZSP 34,5,SP,7,B26 ROOM 34 TEMP. SETPOINT,0,409,0,409.5,Deg F
26,26 AHU2 LOWZAT,5,SP,8,B26 LOWEST ZONE TEMPERATURE,32,212,0,409.5,Deg F
26,26 AHU2 LOWZSP,5,SP,9,B26 AHU 2 LOW ZONE TEMP.SETPOINT,32,212,0,409.5,Deg F
26,26 AHU2 SAT SP,5,SP,10,B26 AHU 2 SA TEMP. SETPOINT,32,212,0,409.5,Deg F
26,26 AHU2 HIZAT,5,SP,11,B26 HIGHEST ZONE TEMPERATURE,32,212,0,409.5,Deg F
26,26 AHU2 HIZSP,5,SP,12,B26 HIGHEST ZONE SETPOINT,32,212,0,409.5,Deg F
26,26 AHU2 ZATI30,6,AI,0,B26 ROOM 30 TEMP. SENSOR INPUT,45,95,45,95,Deg F
26,26 AHU2 ZATI34,6,AI,1,B26 ROOM 34 TEMP. SENSOR INPUT,45,95,45,95,Deg F
26,26 AHU2 SPD IN,6,AI,3,B26 AHU² SPEED FEEDBACK,0,60,0,60,HZ
26,26 AHU2 OCC 30,6,DI,0,B26 ROOM 30 OCCUPANCY INPUT,,,VACANT,OCCUPIED,Status
26,26 AHU2 OCC 34,6,DI,1,B26 ROOM 34 OCCUPANCY INPUT,,,VACANT,OCCUPIED,Status
26,26 HOODS RM 24,6,DI,2,B26 HOOD ALARMS ROOM 24 HOOD 1+2,,,NORMAL,ALARM,Status
26,26 AHU2 FAULT,6,DI,3,B26 AHU2 FAULT INPUT,,,NORMAL,FAULT,Status
26,26 AHU2 EHT 30,6,DO,0,B26 ROOM 30 ELECTRIC HEAT,,,No heat,HEAT ON,Command
26,26 AHU2 EHT 34,6,DO,1,B26 ROOM 34 ELECTRIC HEAT,,,No heat,HEAT ON,Command
26,26 AHU2 HW PMP,6,DO,2,B26 AHU 2 HOT WATER PUMP S/S,,,STOP,RUNNING,Command
26,26 AHU2 FANS/S,6,DO,3,B26 AHU 2 START/STOP,,,STOP,RUNNING,Command
26,26 AHU2 ZAT 04,6,SP,0,B26 ROOM 04 CALCULATED ZAT,0,409.5,0,409.5,Deg F
26,26 AHU2 ZAT 24,6,SP,2,B26 ROOM 24 CALCULATED ZAT,0,409.5,0,409.5,Deg F
26,26 AHU2 ZAT 32,6,SP,3,B26 ROOM 32 CALCULATED ZAT,0,409.5,0,409.5,Deg F
26,26 AHU2 ZAT 30,6,SP,4,B26 ROOM 30 CALCULATED ZAT,0,409.5,0,409.5,Deg F
26,26 AHU2 ZAT 34,6,SP,5,B26 ROOM 34 CALCULATED ZAT,0,409.5,0,409.5,Deg F
26,26 AHU2 ISAT,7,AI,1,B26 AHU 2 SUPPLY AIR TEMP INPUT,0,140,0,409.5,Deg F
26,26 AHU2 SSP,7,AI,2,B26 SUPPLY STATIC PRESSURE,-0.2,0.75,-0.125,0.586,' W.C.
26,26 HOOD1 RM 32,7,DI,0,B26 HOOD ALARM ROOM 32,,,NORMAL,ALARM,Status
26,26 EHT8 STATUS,7,DI,1,B26 EHT 08 VERIFY STATUS,,,NO HEAT,HEAT ON,Status
26,26 TSW STATUS,7,DI,2,TSW-1-26 TRANSFER SWITCH STATUS,,,XFERRED,NORMAL,Status
26,26 AHU2 SAT,7,SP,1,B26 CALCULATED SAT TEMPERATURE,32,212,0,409.5,Deg F
26,26 AHU2 IMAT,8,AI,0,B26 AHU 2 MIXED AIR TEMP. INPUT,20,220,0,409.5,Deg F
26,26 AHU2 IOAT,8,AI,1,B26 OUTSIDE AIR TEMP. INPUT,20,125,0,409.5,Deg F
26,26 BL14 DP,8,AI,2,BL-14-26 FUME HOOD EXH.PRESSURE,0,-3,0,-3,' W.C.
26,26 BL15 DP,8,AI,3,BL-15-26 EXH.DUCT DIFF. PRESSURE,1,-3,0,-3,' W.C.
26,26 BL14 FAULT,8,DI,0,B26 BL-14 VFD FAULT,,,NORMAL,FAULT,Status
26,26 BL15 FAULT,8,DI,1,B26 BL-15 VFD FAULT,,,NORMAL,FAULT,Status
26,26 AHU2 ALARM,8,DO,4,AHU-2 LOW STATIC PRESSURE ALARM,,,Normal,ALARM,Command
26,26 AHU2 MAT,8,SP,0,B26 CALCULATED MIXED AIR TEMP.,32,212,0,409.5,Deg F
26,26 AHU2 OAT,8,SP,1,B26 CALCULATED OUTSIDE AIR TEMP.,32,212,0,409.5,Deg F
26,26 AHU2 TIMER,8,SP,2,26 AHU2 RUN-TIME TIMER,-1,4096,0,4095,Minutes
26,26 AHU2 OFFTMR,8,SP,3,26 AHU2 'OFF' CONTROL TIMER,-1,4096,0,4095,Minutes
26,26 BL14 DP S/P,8,SP,4,BL-14-26 F.H. EXH. DUCT S/POINT,0,-3,0,-3,' W.C.
26,26 BL15 DP S/P,8,SP,5,BL-15-26 EXH.DUCT D/P SETPOINT,1,-3,0,-3,' W.C.
26,26 VAV 1 VP,16,AI,0,26 U/S 16 VELOCITY PRESSURE,-0.05,2,-0.278,8.84,INCHES
26,26 VAV 1 ZAT,16,AI,1,26 U/S 16 ZONE TEMP RM.140,32,110,0,409.5,Deg F
26,26 VAV 1 OCC 1,16,DI,0,U/S 16 ROOM 140 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 1 OCC 2,16,DI,1,U/S 16 ROOM 143B OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 2 VP,17,AI,0,26 U/S 17 VELOCITY PRESSURE,-0.05,2,-0.278,8.84,INCHES
26,26 VAV 2 ZAT,17,AI,1,26 U/S 17 ZONE TEMP RM.143,32,110,0,409.5,Deg F
26,26 VAV 2 OCC 1,17,DI,0,U/S 17 ROOM 145 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 2 OCC 2,17,DI,1,U/S 17 ROOM 147 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 3 VP,18,AI,0,26 U/S 18 VELOCITY PRESSURE,-0.01,2,-0.278,8.84,INCHES
26,26 VAV 3 ZAT,18,AI,1,26 U/S 18 ZONE TEMP RM.149,32,110,0,409.5,Deg F
26,26 VAV 3 OCC 1,18,DI,0,U/S 18 ROOM 149 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 3 OCC 2,18,DI,1,U/S 18 ROOM 153 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 4 VP,19,AI,0,26 U/S 19 VELOCITY PRESSURE,-0.01,2,-0.278,8.84,INCHES
26,26 VAV 4 ZAT,19,AI,1,26 U/S 19 ZONE TEMP RM.150,32,110,0,409.5,Deg F
26,26 VAV 4 OCC 1,19,DI,0,U/S 19 ROOM 144 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 4 OCC 2,19,DI,1,U/S 19 ROOM 142 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 5 VP,20,AI,0,26 U/S 20 VELOCITY PRESSURE,-0.01,2,-0.278,8.84,INCHES
26,26 VAV 5 ZAT,20,AI,1,26 U/S 20 ZONE TEMP RM.144,32,110,0,409.5,Deg F
26,26 VAV 5 OCC 1,20,DI,0,U/S 20 ROOM 156 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 5 OCC 2,20,DI,1,U/S 20 ROOM 148 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 6 VP,21,AI,0,26 U/S 21 VELOCITY PRESSURE,-0.01,2,-0.278,8.84,INCHES
26,26 VAV 6 ZAT,21,AI,1,26 U/S 21 ZONE TEMP RM.142,32,110,0,409.5,Deg F
26,26 VAV 6 OCC 1,21,DI,0,U/S 21 ROOM 150 OCCUPANCY,,,VACANT,OCCUPIED,Status
26,26 VAV 6 OCC 2,21,DI,1,U/S 21 ROOM 152 OCCUPANCY,,,VACANT,OCCUPIED,Status
32,72 AHU1 SAT,0,AI,0,B72 AHU-1 SUPPLY AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72 AHU1 OAT,0,AI,1,B72 OUTSIDE AIR TEMP,32,212,0,409.5,Deg F
32,72 R131 ZAT,0,AI,2,ROOM 131 GH-2 ZONE AIR TEMP.,32,212,0,409.5,Deg F
32,72 R103 ZAT,0,AI,3,ZONE AIR TEMP OFFICE AREA,32,212,0,409.5,Deg F
32,72 AHU1 DAMPER,0,AO,0,ECONOMIZER/RETURN AIR DAMPER,0,100,0,100,% O.S.A.
32,72 R112A RHC,0,AO,2,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R114 RHC,0,AO,3,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R131 BYPASS,0,CI,2,ROOM 131 BYPASS INPUT,,,,1,Counts
32,72 R103 BYPASS,0,CI,3,ROOM 103 BYPASS INPUT,,,,1,Counts
32,72 GP5 STS,0,DI,0,GP-5-72 BR-1 HHW PUMP STATUS,72 GP5,S/S,OFF,ON,Status
32,72 AHU1 STS,0,DI,1,B72 AHU-1 FAN STATUS,,,OFF,ON,Status
32,72 BR1 S/S,0,DO,0,BR-1-72 START/STOP CONTROL,,,STOP,ENABLE,Command
32,72 GP5 S/S,0,DO,1,GP-5-72 BR-1 HHW PUMP START/STOP,72 GP5,STS,STOP,START,Command
32,72 AHU1 COOL,0,DO,4,AHU-1-72 ANY CALL FOR COOLING,,,NO-CALL,COOLCALL,Command
32,72 AHU1 HEAT,0,DO,5,AHU-1-72 ALL ZONES HEATING,,,--,HEATING,Command
32,72 BR1 ALARM,0,DO,15,LOW BOILER SUPPLY TEMPERATURE,32,212,NORMAL,ALARM,Command
32,72 AHU1 RAT SP,0,SP,0,AHU-1-72 RETURN AIR TEMP. S/P,32,212,0,409.5,Deg F
32,72 AHU1 SAT SP,0,SP,1,ECOMO SUPPLY AIR SET-POINT,32,212,0,409.5,Deg F
32,72 R131 ZSP,0,SP,2,ROOM 131 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R103 ZSP,0,SP,3,ROOM 103 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 AHU1 HIZAT,0,SP,4,AHU-1-72 HIGHEST ZONE TEMP.,32,212,0,409.5,Deg F
32,72 AHU1 AVGZAT,0,SP,5,AHU-1-72 AVERAGE ZONE TEMP.,32,212,0,409.5,Deg F
32,72 R102 ZAT,1,AI,0,ZONE AIR TEMP LAB. TEMP (AHU-1),32,212,0,409.5,Deg F
32,72 R112A ZAT,1,AI,1,ZONE AIR TEMP MICROSCOPE (AHU-1),32,212,0,409.5,Deg F
32,72 R112B ZAT,1,AI,2,ZONE AIR TEMP EQUIPMENT RM(AHU1),32,212,0,409.5,Deg F
32,72 R114 ZAT,1,AI,3,ZONE AIR TEMP EQUIPMENT RM(AHU1),32,212,0,409.5,Deg F
32,72 R112B RHC,1,AO,0,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R110 RHC,1,AO,1,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R118 RHC,1,AO,2,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R107A RHC,1,AO,3,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R102 BYPASS,1,CI,0,ROOM 102 BYPASS INPUT,,,,1,Counts
32,72 R112A BYP,1,CI,1,ROOM 112A BYPASS INPUT,,,,1,Counts
32,72 R112B BYP,1,CI,2,ROOM 112B BYPASS INPUT,,,,1,Counts
32,72 R114 BYP,1,CI,3,ROOM 114 BYPASS INPUT,,,OFF,1,Counts
32,72 EG98 BATT,1,DI,1,EG-98 BATTERY CHARGER STATUS,,,ALARM,NORMAL,Status
32,72 EG98 ALARM,1,DI,3,EG-98-72 SUMMARY ALARM,,,ALARM,NORMAL,Status
32,72 R131 GH2FAN,1,DO,0,GH-2-72 RM.131 GAS HEATER FAN,,,STOP,START,Command
32,72 AHU1 S/S,1,DO,1,B72 AHU-1 FAN START/STOP,,,STOP,START,Command
32,72 R103 UH4 SS,1,DO,2,UH-4-72 RM.103 FAN START/STOP,,,STOP,START,Command
32,72 R131 GH2 GV,1,DO,3,ROOM 131 GAS HEATER VALVE S/S,,,DISABLE,ENABLE,Command
32,72 R102 ZSP,1,SP,0,ROOM 102 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R112A ZSP,1,SP,1,ROOM 112A ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R112B ZSP,1,SP,2,ROOM 112B ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R114 ZSP,1,SP,3,ROOM 114 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R110 ZAT,2,AI,0,ZONE AIR TEMP MICROSCOPE(AHU-1),32,212,0,409.5,Deg F
32,72 R118 ZAT,2,AI,1,ZONE AIR TEMP LARGE LAB (AHU-1),32,212,0,409.5,Deg F
32,72 R107A ZAT,2,AI,2,ZONE AIR TEMP. (D. OWEN) (AHU-1),32,212,0,409.5,Deg F
32,72 R101 ZAT,2,AI,3,ZONE AIR TEMP ELECT RM. (AHU-1),32,212,0,409.5,Deg F
32,72 R101 RHC,2,AO,0,REHEAT VALVE N.C. 0-10VDC (AHU1),-1,11,0,10,VDC
32,72 R103 UH4HWV,2,AO,1,UH-4-72 RM.103 HHW CONTROL VALVE,-1,101,0,100,% OPEN
32,72 R102 RHC %,2,AO,2,ROOM 102 REHEAT VALVE,-1,101,100,0,% OPEN
32,72 R102 RHC %,2,AO,2,ROOM 102 REHEAT VALVE,-1,101,100,0,% OPEN
32,72 R110 BYASS,2,CI,0,ROOM 110 BYPASS INPUT,,,,1,Counts
32,72 R118 BYPASS,2,CI,1,ROOM 118 BYPASS INPUT,,,OFF,1,Counts
32,72 R107A BYP,2,CI,2,ROOM 107A BYPASS INPUT,,,,1,Counts
32,72 R101 BYPASS,2,CI,3,ROOM 101 BYPASS INPUT,,,,1,Counts
32,72 AHU1STG1 SS,2,DO,0,AC-6 STAGE ONE COOLING ENABLE,,,DISABLE,ENABLE,Command
32,72 AHU1STG2 SS,2,DO,1,AC-6 STAGE 2 COOLING ENABLE,,,DISABLE,ENABLE,Command
32,72 R110 ZSP,2,SP,0,ROOM 110 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R118 ZSP,2,SP,1,ROOM 118 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R107A ZSP,2,SP,2,ROOM 107A ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 R101 ZSP,2,SP,3,ROOM 101 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
32,72 BR1 HHW ST,3,AI,0,BR-1-72 HHW SUPPLY TEMP.,32,212,0,409.5,Deg F
32,72 BR1 HHW RT,3,AI,1,BR-1-72 HHW RETURN TEMP.,32,212,0,409.5,Deg F
32,72 AHU1 RAT,3,AI,3,AHU-1-72 RETURN AIR TEMPEATURE,32,212,0,409.5,Deg F
32,72 R128 HWV,3,AO,0,RM. 128 HEATING HW VALVE (AHU-2),-1,101,100,0,% OPEN
32,72 TW/TRW S/S,3,DI,0,USED TO STOP TW/TRW PUMPS AT B66,,,Normal,STOP GPs,Status
32,72 AHU2 STATUS,3,DI,1,ROOM 128 AHU-2 RUN STATUS,,,OFF,ON,Status
32,72 BL2 STATUS,3,DI,2,ROOM 128 EXH. BLOWER STATUS,,,OFF,ON,Status
32,72 TSW 1 STS,3,DI,3,EG-98-72 TRANSFER SWITCH STATUS,,,NORMAL,EMER.PWR,Status
32,72 BR1 HHWRTSP,3,SP,1,BR-1-72 HHW RETURN TEMP. S/P,32,212,0,409.5,Deg F
32,72A AC8+9 MAT,4,AI,0,AF-1-72A AC-8 & 9-72A M.A. TEMP.,32,212,0,409.5,Deg F
32,72A AC8+9 ZAT,4,AI,1,SECOND FLOOR ZONE AIR TEMP.,32,212,0,409.5,Deg F
32,72A AC8 SAT,4,AI,2,AC-8-72A SUPPLY AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72A AC9 SAT,4,AI,3,AC-9-72A SUPPLY AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72A AC8+9ECONO,4,AO,0,AF-1-72A ECONOMIZER CONTROL,-1,101,0,100,% F.S.
32,72A AC8+9 BYP,4,CI,0,AC-8+AC-9 & BL-3-72A BYPASS P/B,,,,1,Counts
32,72A GP4 STS,4,DI,1,GP-4-72A STATUS (CT-1-72A),,,OFF,ON,Status
32,72A BL3 S/S,4,DO,0,BL-3-72A (RETURN FAN BL-8+9-72A),,,DISABLE,ENABLE,Command
32,72A AC8 FAN SS,4,DO,1,AC-8-72A FAN START/STOP,,,DISABLE,ENABLE,Command
32,72A AC9 FAN SS,4,DO,2,AC-9-72A FAN START/STOP,,,DISABLE,ENABLE,Command
32,72A AC8 H/C,4,DO,3,AC-8-72A HEAT/COOL ENABLE,,,DISABLE,ENABLE,Command
32,72A AC8+9 LEAD,4,DO,4,AC-8 & AC-9-72A LEAD/LAG SWITCH,,,AC-8,AC-9,Command
32,72A AC8+9 LAG,4,DO,5,72 AC8+9 LAG UNIT,,,AC-8,AC-9,Command
32,72A AC8+9 STG1,4,DO,6,72A AC8+9 1ST STAGE CALL,,,OFF,ON,Command
32,72A AC8+9 STG2,4,DO,7,72A AC8+9 2D STAGE CALL,,,OFF,ON,Command
32,72A AC8+9 ZSP,4,SP,1,SECOND FLOOR ZONE TEMP. S/P,32,212,0,409.5,Deg F
32,72A AC9 H/C,5,DO,0,AC-9-72A HEAT/COOL ENABLE,,,DISABLE,ENABLE,Command
32,72B AC3+4 MAT,6,AI,0,MIXED AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72B AC3+4 ZAT,6,AI,1,'ARM' FLOOR 2 ZONE AIR TEMP.,32,212,0,409.5,Deg F
32,72B AC3 SAT,6,AI,2,SUPPLY AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72B AC4 SAT,6,AI,3,SUPPLY AIR TEMPERATURE,32,212,0,409.5,Deg F
32,72B AC3+4 ECON,6,AO,0,72B AC3+4 ECONO CONTROL,0,100,0,100,% F.S.
32,72B BL4 S/S,6,DO,0,BL-4-72B START/STOP,,,DISABLE,ENABLE,Command
32,72B AC3 UNIT,6,DO,1,'R' WIRE HEATPUMP CALL,,,DISABLE,ENABLE,Command
32,72B AC4 UNIT,6,DO,2,'R' WIRE HEATPUMP CALL,,,DISABLE,ENABLE,Command
32,72B AC3 COMP,6,DO,3,'Y' WIRE COMPRESSOR CALL,,,DISABLE,ENABLE,Command
32,72B AC3+4 TMR,6,SP,0,ECONOMIZER TIMER,-1,4096,0,4095,MINUTES
32,72B AC3+4 ZSP,6,SP,1,ECONOMIZER SETPOINT,32,212,0,409.5,Deg F
32,72B AC3+4 SASP,6,SP,3,SUPPLY AIR TEMPERATURE SET POINT,32,212,0,409.5,Deg F
32,72B TRW ST,7,AI,1,B72B TRW SUPPLY TEMP. FROM B66,32,212,0,409.5,Deg F
32,72B TRW RT,7,AI,2,B72B TRW RETURN TEMP. TO B66,32,212,0,409.5,Deg F
